APP6A;MIL2525C;CoT
SNG-UUMRG-;SNG-UUMRG-;a-n-g-u-u-m-r-g
SNG-UUMRS-;SNG-UUMRS-;a-n-g-u-u-m-r-s
SNG-UUMRSS;SNG-UUMRSS;a-n-g-u-u-m-r-s-s
SNG-UUMRX-;SNG-UUMRX-;a-n-g-u-u-m-r-x
SNG-UUMMO-;SNG-UUMMO-;a-n-g-u-u-m-m-o
SNG-UUMO--;SNG-UUMO--;a-n-g-u-u-m-o
SNG-UUMT--;SNG-UUMT--;a-n-g-u-u-m-t
SNG-UUMQ--;SNG-UUMQ--;a-n-g-u-u-m-q
SNG-UUMJ--;SNG-UUMJ--;a-n-g-u-u-m-j
SNG-UUL---;SNG-UUL---;a-n-g-u-u-l
SNG-UULS--;SNG-UULS--;a-n-g-u-u-l-s
SNG-UULM--;SNG-UULM--;a-n-g-u-u-l-m
SNG-UULC--;SNG-UULC--;a-n-g-u-u-l-c
SNG-UULF--;SNG-UULF--;a-n-g-u-u-l-f
SNG-UULD--;SNG-UULD--;a-n-g-u-u-l-d
SNG-UUS---;SNG-UUS---;a-n-g-u-u-s
SNG-UUSA--;SNG-UUSA--;a-n-g-u-u-s-a
SNG-UUSC--;SNG-UUSC--;a-n-g-u-u-s-c
SNG-UUSCL-;SNG-UUSCL-;a-n-g-u-u-s-c-l
SNG-UUSO--;SNG-UUSO--;a-n-g-u-u-s-o
SNG-UUSF--;SNG-UUSF--;a-n-g-u-u-s-f
SNG-UUSM--;SNG-UUSM--;a-n-g-u-u-s-m
SNG-UUSMS-;SNG-UUSMS-;a-n-g-u-u-s-m-s
SNG-UUSML-;SNG-UUSML-;a-n-g-u-u-s-m-l
SNG-UUSMN-;SNG-UUSMN-;a-n-g-u-u-s-m-n
SNG-UUSR--;SNG-UUSR--;a-n-g-u-u-s-r
SNG-UUSRS-;SNG-UUSRS-;a-n-g-u-u-s-r-s
SNG-UUSRT-;SNG-UUSRT-;a-n-g-u-u-s-r-t
SNG-UUSRW-;SNG-UUSRW-;a-n-g-u-u-s-r-w
SNG-UUSS--;SNG-UUSS--;a-n-g-u-u-s-s
SNG-UUSW--;SNG-UUSW--;a-n-g-u-u-s-w
SNG-UUSX--;SNG-UUSX--;a-n-g-u-u-s-x
SNG-UUI---;SNG-UUI---;a-n-g-u-u-i
SNG-UUX---;SNG-UU----;a-n-g-u-u
SNG-UUE---;SNG-UUE---;a-n-g-u-u-e
SNG-US----;SNG-US----;a-n-g-u-s
SNG-USA---;SNG-USA---;a-n-g-u-s-a
SNG-USAT--;SNG-USAT--;a-n-g-u-s-a-t
SNG-USAC--;SNG-USAC--;a-n-g-u-s-a-c
SNG-USAJ--;SNG-USAJ--;a-n-g-u-s-a-j
SNG-USAJT-;SNG-USAJT-;a-n-g-u-s-a-j-t
SNG-USAJC-;SNG-USAJC-;a-n-g-u-s-a-j-c
SNG-USAO--;SNG-USAO--;a-n-g-u-s-a-o
SNG-USAOT-;SNG-USAOT-;a-n-g-u-s-a-o-t
SNG-USAOC-;SNG-USAOC-;a-n-g-u-s-a-o-c
SNG-USAF--;SNG-USAF--;a-n-g-u-s-a-f
SNG-USAFT-;SNG-USAFT-;a-n-g-u-s-a-f-t
SNG-USAFC-;SNG-USAFC-;a-n-g-u-s-a-f-c
SNG-USAS--;SNG-USAS--;a-n-g-u-s-a-s
SNG-USAST-;SNG-USAST-;a-n-g-u-s-a-s-t
SNG-USASC-;SNG-USASC-;a-n-g-u-s-a-s-c
SNG-USAM--;SNG-USAM--;a-n-g-u-s-a-m
SNG-USAMT-;SNG-USAMT-;a-n-g-u-s-a-m-t
SNG-USAMC-;SNG-USAMC-;a-n-g-u-s-a-m-c
SNG-USAR--;SNG-USAR--;a-n-g-u-s-a-r
SNG-USART-;SNG-USART-;a-n-g-u-s-a-r-t
SNG-USARC-;SNG-USARC-;a-n-g-u-s-a-r-c
SNG-USAP--;SNG-USAP--;a-n-g-u-s-a-p
SNG-USAPT-;SNG-USAPT-;a-n-g-u-s-a-p-t
SNG-USAPC-;SNG-USAPC-;a-n-g-u-s-a-p-c
SNG-USAPB-;SNG-USAPB-;a-n-g-u-s-a-p-b
SNG-USAPBT;SNG-USAPBT;a-n-g-u-s-a-p-b-t
SNG-USAPBC;SNG-USAPBC;a-n-g-u-s-a-p-b-c
SNG-USAPM-;SNG-USAPM-;a-n-g-u-s-a-p-m
SNG-USAPMT;SNG-USAPMT;a-n-g-u-s-a-p-m-t
SNG-USAPMC;SNG-USAPMC;a-n-g-u-s-a-p-m-c
SNG-USAX--;SNG-USAX--;a-n-g-u-s-a-x
SNG-USAXT-;SNG-USAXT-;a-n-g-u-s-a-x-t
SNG-USAXC-;SNG-USAXC-;a-n-g-u-s-a-x-c
SNG-USAL--;SNG-USAL--;a-n-g-u-s-a-l
SNG-USALT-;SNG-USALT-;a-n-g-u-s-a-l-t
SNG-USALC-;SNG-USALC-;a-n-g-u-s-a-l-c
SNG-USAW--;SNG-USAW--;a-n-g-u-s-a-w
SNG-USAWT-;SNG-USAWT-;a-n-g-u-s-a-w-t
SNG-USAWC-;SNG-USAWC-;a-n-g-u-s-a-w-c
SNG-USAQ--;SNG-USAQ--;a-n-g-u-s-a-q
SNG-USAQT-;SNG-USAQT-;a-n-g-u-s-a-q-t
SNG-USAQC-;SNG-USAQC-;a-n-g-u-s-a-q-c
SNG-USM---;SNG-USM---;a-n-g-u-s-m
SNG-USMT--;SNG-USMT--;a-n-g-u-s-m-t
SNG-USMC--;SNG-USMC--;a-n-g-u-s-m-c
SNG-USMM--;SNG-USMM--;a-n-g-u-s-m-m
SNG-USMMT-;SNG-USMMT-;a-n-g-u-s-m-m-t
SNG-USMMC-;SNG-USMMC-;a-n-g-u-s-m-m-c
SNG-USMV--;SNG-USMV--;a-n-g-u-s-m-v
SNG-USMVT-;SNG-USMVT-;a-n-g-u-s-m-v-t
SNG-USMVC-;SNG-USMVC-;a-n-g-u-s-m-v-c
SNG-USMD--;SNG-USMD--;a-n-g-u-s-m-d
SNG-USMDT-;SNG-USMDT-;a-n-g-u-s-m-d-t
SNG-USMDC-;SNG-USMDC-;a-n-g-u-s-m-d-c
SNG-USMP--;SNG-USMP--;a-n-g-u-s-m-p
SNG-USMPT-;SNG-USMPT-;a-n-g-u-s-m-p-t
SNG-USMPC-;SNG-USMPC-;a-n-g-u-s-m-p-c
SNG-USS---;SNG-USS---;a-n-g-u-s-s
SNG-USST--;SNG-USST--;a-n-g-u-s-s-t
SNG-USSC--;SNG-USSC--;a-n-g-u-s-s-c
SNG-USS1--;SNG-USS1--;a-n-g-u-s-s-1
SNG-USS1T-;SNG-USS1T-;a-n-g-u-s-s-1-t
SNG-USS1C-;SNG-USS1C-;a-n-g-u-s-s-1-c
SNG-USS2--;SNG-USS2--;a-n-g-u-s-s-2
SNG-USS2T-;SNG-USS2T-;a-n-g-u-s-s-2-t
SNG-USS2C-;SNG-USS2C-;a-n-g-u-s-s-2-c
SNG-USS3--;SNG-USS3--;a-n-g-u-s-s-3
SNG-USS3T-;SNG-USS3T-;a-n-g-u-s-s-3-t
SNG-USS3C-;SNG-USS3C-;a-n-g-u-s-s-3-c
SNG-USS3A-;SNG-USS3A-;a-n-g-u-s-s-3-a
SNG-USS3AT;SNG-USS3AT;a-n-g-u-s-s-3-a-t
SNG-USS3AC;SNG-USS3AC;a-n-g-u-s-s-3-a-c
SNG-USS4--;SNG-USS4--;a-n-g-u-s-s-4
SNG-USS4T-;SNG-USS4T-;a-n-g-u-s-s-4-t
SNG-USS4C-;SNG-USS4C-;a-n-g-u-s-s-4-c
SNG-USS5--;SNG-USS5--;a-n-g-u-s-s-5
SNG-USS5T-;SNG-USS5T-;a-n-g-u-s-s-5-t
SNG-USS5C-;SNG-USS5C-;a-n-g-u-s-s-5-c
SNG-USS6--;SNG-USS6--;a-n-g-u-s-s-6
SNG-USS6T-;SNG-USS6T-;a-n-g-u-s-s-6-t
SNG-USS6C-;SNG-USS6C-;a-n-g-u-s-s-6-c
SNG-USS7--;SNG-USS7--;a-n-g-u-s-s-7
SNG-USS7T-;SNG-USS7T-;a-n-g-u-s-s-7-t
SNG-USS7C-;SNG-USS7C-;a-n-g-u-s-s-7-c
SNG-USS8--;SNG-USS8--;a-n-g-u-s-s-8
SNG-USS8T-;SNG-USS8T-;a-n-g-u-s-s-8-t
SNG-USS8C-;SNG-USS8C-;a-n-g-u-s-s-8-c
SNG-USS9--;SNG-USS9--;a-n-g-u-s-s-9
SNG-USS9T-;SNG-USS9T-;a-n-g-u-s-s-9-t
SNG-USS9C-;SNG-USS9C-;a-n-g-u-s-s-9-c
SNG-USSX--;SNG-USSX--;a-n-g-u-s-s-x
SNG-USSXT-;SNG-USSXT-;a-n-g-u-s-s-x-t
SNG-USSXC-;SNG-USSXC-;a-n-g-u-s-s-x-c
SNG-USSL--;SNG-USSL--;a-n-g-u-s-s-l
SNG-USSLT-;SNG-USSLT-;a-n-g-u-s-s-l-t
SNG-USSLC-;SNG-USSLC-;a-n-g-u-s-s-l-c
SNG-USSW--;SNG-USSW--;a-n-g-u-s-s-w
SNG-USSWT-;SNG-USSWT-;a-n-g-u-s-s-w-t
SNG-USSWC-;SNG-USSWC-;a-n-g-u-s-s-w-c
SNG-USSWP-;SNG-USSWP-;a-n-g-u-s-s-w-p
SNG-USSWPT;SNG-USSWPT;a-n-g-u-s-s-w-p-t
SNG-USSWPC;SNG-USSWPC;a-n-g-u-s-s-w-p-c
SNG-UST---;SNG-UST---;a-n-g-u-s-t
SNG-USTT--;SNG-USTT--;a-n-g-u-s-t-t
SNG-USTC--;SNG-USTC--;a-n-g-u-s-t-c
SNG-USTM--;SNG-USTM--;a-n-g-u-s-t-m
SNG-USTMT-;SNG-USTMT-;a-n-g-u-s-t-m-t
SNG-USTMC-;SNG-USTMC-;a-n-g-u-s-t-m-c
SNG-USTR--;SNG-USTR--;a-n-g-u-s-t-r
SNG-USTRT-;SNG-USTRT-;a-n-g-u-s-t-r-t
SNG-USTRC-;SNG-USTRC-;a-n-g-u-s-t-r-c
SNG-USTS--;SNG-USTS--;a-n-g-u-s-t-s
SNG-USTST-;SNG-USTST-;a-n-g-u-s-t-s-t
SNG-USTSC-;SNG-USTSC-;a-n-g-u-s-t-s-c
SNG-USTA--;SNG-USTA--;a-n-g-u-s-t-a
SNG-USTAT-;SNG-USTAT-;a-n-g-u-s-t-a-t
SNG-USTAC-;SNG-USTAC-;a-n-g-u-s-t-a-c
SNG-USTI--;SNG-USTI--;a-n-g-u-s-t-i
SNG-USTIT-;SNG-USTIT-;a-n-g-u-s-t-i-t
SNG-USTIC-;SNG-USTIC-;a-n-g-u-s-t-i-c
SNG-USX---;SNG-USX---;a-n-g-u-s-x
SNG-USXT--;SNG-USXT--;a-n-g-u-s-x-t
SNG-USXC--;SNG-USXC--;a-n-g-u-s-x-c
SNG-USXH--;SNG-USXH--;a-n-g-u-s-x-h
SNG-USXHT-;SNG-USXHT-;a-n-g-u-s-x-h-t
SNG-USXHC-;SNG-USXHC-;a-n-g-u-s-x-h-c
SNG-USXR--;SNG-USXR--;a-n-g-u-s-x-r
SNG-USXRT-;SNG-USXRT-;a-n-g-u-s-x-r-t
SNG-USXRC-;SNG-USXRC-;a-n-g-u-s-x-r-c
SNG-USXO--;SNG-USXO--;a-n-g-u-s-x-o
SNG-USXOT-;SNG-USXOT-;a-n-g-u-s-x-o-t
SNG-USXOC-;SNG-USXOC-;a-n-g-u-s-x-o-c
SNG-USXOM-;SNG-USXOM-;a-n-g-u-s-x-o-m
SNG-USXOMT;SNG-USXOMT;a-n-g-u-s-x-o-m-t
SNG-USXOMC;SNG-USXOMC;a-n-g-u-s-x-o-m-c
SNG-USXE--;SNG-USXE--;a-n-g-u-s-x-e
SNG-USXET-;SNG-USXET-;a-n-g-u-s-x-e-t
SNG-USXEC-;SNG-USXEC-;a-n-g-u-s-x-e-c
SNG-UH----;SNG-UH----;a-n-g-u-h
SNG-E-----;SNG-E-----;a-n-g-e
SNG-EWM---;SNG-EWM---;a-n-g-e-w-m
SNG-EWMA--;SNG-EWMA--;a-n-g-e-w-m-a
SNG-EWMAS-;SNG-EWMAS-;a-n-g-e-w-m-a-s
SNG-EWMAI-;SNG-EWMAI-;a-n-g-e-w-m-a-i
SNG-EWMAL-;SNG-EWMAL-;a-n-g-e-w-m-a-l
SNG-EWMAT-;SNG-EWMAT-;a-n-g-e-w-m-a-t
SNG-EWMS--;SNG-EWMS--;a-n-g-e-w-m-s
SNG-EWMSS-;SNG-EWMSS-;a-n-g-e-w-m-s-s
SNG-EWMSI-;SNG-EWMSI-;a-n-g-e-w-m-s-i
SNG-EWMSL-;SNG-EWMSL-;a-n-g-e-w-m-s-l
SNG-EWMT--;SNG-EWMT--;a-n-g-e-w-m-t
SNG-EWMTL-;SNG-EWMTL-;a-n-g-e-w-m-t-l
SNG-EWMTM-;SNG-EWMTM-;a-n-g-e-w-m-t-m
SNG-EWMTH-;SNG-EWMTH-;a-n-g-e-w-m-t-h
SNG-EWS---;SNG-EWS---;a-n-g-e-w-s
SNG-EWSL--;SNG-EWSL--;a-n-g-e-w-s-l
SNG-EWSM--;SNG-EWSM--;a-n-g-e-w-s-m
SNG-EWSH--;SNG-EWSH--;a-n-g-e-w-s-h
SNG-EWX---;SNG-EWX---;a-n-g-e-w-x
SNG-EWXL--;SNG-EWXL--;a-n-g-e-w-x-l
SNG-EWXM--;SNG-EWXM--;a-n-g-e-w-x-m
SNG-EWXH--;SNG-EWXH--;a-n-g-e-w-x-h
SNG-EWT---;SNG-EWT---;a-n-g-e-w-t
SNG-EWTL--;SNG-EWTL--;a-n-g-e-w-t-l
SNG-EWTM--;SNG-EWTM--;a-n-g-e-w-t-m
SNG-EWTH--;SNG-EWTH--;a-n-g-e-w-t-h
SNG-EWR---;SNG-EWR---;a-n-g-e-w-r
SNG-EWRR--;SNG-EWRR--;a-n-g-e-w-r-r
SNG-EWRL--;SNG-EWRL--;a-n-g-e-w-r-l
SNG-EWRH--;SNG-EWRH--;a-n-g-e-w-r-h
SNG-EWZ---;SNG-EWZ---;a-n-g-e-w-z
SNG-EWZL--;SNG-EWZL--;a-n-g-e-w-z-l
SNG-EWZM--;SNG-EWZM--;a-n-g-e-w-z-m
SNG-EWZH--;SNG-EWZH--;a-n-g-e-w-z-h
SNG-EWO---;SNG-EWO---;a-n-g-e-w-o
SNG-EWOL--;SNG-EWOL--;a-n-g-e-w-o-l
SNG-EWOM--;SNG-EWOM--;a-n-g-e-w-o-m
SNG-EWOH--;SNG-EWOH--;a-n-g-e-w-o-h
SNG-EWH---;SNG-EWH---;a-n-g-e-w-h
SNG-EWHL--;SNG-EWHL--;a-n-g-e-w-h-l
SNG-EWHLS-;SNG-EWHLS-;a-n-g-e-w-h-l-s
SNG-EWHM--;SNG-EWHM--;a-n-g-e-w-h-m
SNG-EWHMS-;SNG-EWHMS-;a-n-g-e-w-h-m-s
SNG-EWHH--;SNG-EWHH--;a-n-g-e-w-h-h
SNG-EWHHS-;SNG-EWHHS-;a-n-g-e-w-h-h-s
SNG-EWG---;SNG-EWG---;a-n-g-e-w-g
SNG-EWGL--;SNG-EWGL--;a-n-g-e-w-g-l
SNG-EWGM--;SNG-EWGM--;a-n-g-e-w-g-m
SNG-EWGH--;SNG-EWGH--;a-n-g-e-w-g-h
SNG-EWGR--;SNG-EWGR--;a-n-g-e-w-g-r
SNG-EWD---;SNG-EWD---;a-n-g-e-w-d
SNG-EWDL--;SNG-EWDL--;a-n-g-e-w-d-l
SNG-EWDLS-;SNG-EWDLS-;a-n-g-e-w-d-l-s
SNG-EWDM--;SNG-EWDM--;a-n-g-e-w-d-m
SNG-EWDMS-;SNG-EWDMS-;a-n-g-e-w-d-m-s
SNG-EWDH--;SNG-EWDH--;a-n-g-e-w-d-h
SNG-EWDHS-;SNG-EWDHS-;a-n-g-e-w-d-h-s
SNG-EWA---;SNG-EWA---;a-n-g-e-w-a
SNG-EWAL--;SNG-EWAL--;a-n-g-e-w-a-l
SNG-EWAM--;SNG-EWAM--;a-n-g-e-w-a-m
SNG-EWAH--;SNG-EWAH--;a-n-g-e-w-a-h
SNG-EV----;SNG-EV----;a-n-g-e-v
SNG-EVA---;SNG-EVA---;a-n-g-e-v-a
SNG-EVAT--;SNG-EVAT--;a-n-g-e-v-a-t
SNG-EVATL-;SNG-EVATL-;a-n-g-e-v-a-t-l
SNG-EVATW-;SNG-EVATLR;a-n-g-e-v-a-t-l-r
SNG-EVATM-;SNG-EVATM-;a-n-g-e-v-a-t-m
SNG-EVATX-;SNG-EVATMR;a-n-g-e-v-a-t-m-r
SNG-EVATH-;SNG-EVATH-;a-n-g-e-v-a-t-h
SNG-EVATY-;SNG-EVATHR;a-n-g-e-v-a-t-h-r
SNG-EVAA--;SNG-EVAA--;a-n-g-e-v-a-a
SNG-EVAAR-;SNG-EVAAR-;a-n-g-e-v-a-a-r
SNG-EVAI--;SNG-EVAI--;a-n-g-e-v-a-i
SNG-EVAC--;SNG-EVAC--;a-n-g-e-v-a-c
SNG-EVAS--;SNG-EVAS--;a-n-g-e-v-a-s
SNG-EVAL--;SNG-EVAL--;a-n-g-e-v-a-l
SNG-EVU---;SNG-EVU---;a-n-g-e-v-u
SNG-EVUB--;SNG-EVUB--;a-n-g-e-v-u-b
SNG-EVUS--;SNG-EVUS--;a-n-g-e-v-u-s
SNG-EVUL--;SNG-EVUL--;a-n-g-e-v-u-l
SNG-EVUX--;SNG-EVUX--;a-n-g-e-v-u-x
SNG-EVUR--;SNG-EVUR--;a-n-g-e-v-u-r
SNG-EVE---;SNG-EVE---;a-n-g-e-v-e
SNG-EVEB--;SNG-EVEB--;a-n-g-e-v-e-b
SNG-EVEE--;SNG-EVEE--;a-n-g-e-v-e-e
SNG-EVEC--;SNG-EVEC--;a-n-g-e-v-e-c
SNG-EVEM--;SNG-EVEM--;a-n-g-e-v-e-m
SNG-EVEMA-;SNG-EVEM--;a-n-g-e-v-e-m
SNG-EVEMT-;SNG-EVEM--;a-n-g-e-v-e-m
SNG-EVEMV-;SNG-EVEM--;a-n-g-e-v-e-m
SNG-EVEML-;SNG-EVEM--;a-n-g-e-v-e-m
SNG-EVED--;SNG-EVED--;a-n-g-e-v-e-d
SNG-EVST--;SNG-EVST--;a-n-g-e-v-s-t
SNG-EVC---;SNG-EVC---;a-n-g-e-v-c
SNG-ES----;SNG-ES----;a-n-g-e-s
SNG-ESR---;SNG-ESR---;a-n-g-e-s-r
SNG-ESE---;SNG-ESE---;a-n-g-e-s-e
SNG-EXL---;SNG-EXL---;a-n-g-e-x-l
SNG-EXN---;SNG-EXN---;a-n-g-e-x-n
SNG-EXF---;SNG-EXF---;a-n-g-e-x-f
SNG-EXM---;SNG-EXM---;a-n-g-e-x-m
SNG-EXMC--;SNG-EXMC--;a-n-g-e-x-m-c
SNG-EXML--;SNG-EXML--;a-n-g-e-x-m-l
SNG-I-----;SNG-I-----;a-n-g-u
SNG-IR----;SNG-IR----;a-n-g
SNG-IRM---;SNG-IRM---;a-n-g-u
SNG-IRP---;SNG-IRP---;a-n-g-u
SNG-IRN---;SNG-IRN---;a-n-g-u
SNG-IRNB--;SNG-IRNB--;a-n-g-u
SNG-IRNC--;SNG-IRNC--;a-n-g-u
SNG-IRNN--;SNG-IRNN--;a-n-g-u
SNG-IP----;SNG-IP----;a-n-g-u
SNG-IPD---;SNG-IPD---;a-n-g-u
SNG-IE----;SNG-IE----;a-n-g-u
SNG-IU----;SNG-IU----;a-n-g-u
SNG-IUR---;SNG-IUR---;a-n-g-u
SNG-IUT---;SNG-IUT---;a-n-g-u
SNG-IUE---;SNG-IUE---;a-n-g-u
SNG-IUP---;SNG-IUP---;a-n-g-u
SNG-IMF---;SNG-IMF---;a-n-g-u
SNG-IMA---;SNG-IMA---;a-n-g-u
SNG-IME---;SNG-IME---;a-n-g-u
SNG-IMG---;SNG-IMG---;a-n-g-u
SNG-IMV---;SNG-IMV---;a-n-g-u
SNG-IMN---;SNG-IMN---;a-n-g-u
SNG-IMNB--;SNG-IMNB--;a-n-g-u
SNG-IMC---;SNG-IMC---;a-n-g-u
SNG-IMS---;SNG-IMS---;a-n-g-u
SNG-IMM---;SNG-IMM---;a-n-g-u
SNG-IG----;SNG-IG----;a-n-g-u
SNG-IB----;SNG-IB----;a-n-g-u
SNG-IBA---;SNG-IBA---;a-n-g-u
SNG-IBN---;SNG-IBN---;a-n-g-u
SNG-IT----;SNG-IT----;a-n-g-u
SNG-IX----;SNG-IX----;a-n-g-u
SNG-IXH---;SNG-IXH---;a-n-g-i-x-h
SNS-------;SNS-------;a-n-s
SNS-C-----;SNS-C-----;a-n-s-c
SNS-CL----;SNS-CL----;a-n-s-c-l
SNS-CLCV--;SNS-CLCV--;a-n-s-c-l-c-v
SNS-CLBB--;SNS-CLBB--;a-n-s-c-l-b-b
SNS-CLCC--;SNS-CLCC--;a-n-s-c-l-c-c
SNS-CLDD--;SNS-CLDD--;a-n-s-c-l-d-d
SNS-CLFF--;SNS-CLFF--;a-n-s-c-l-f-f
SNS-CA----;SNS-CA----;a-n-s-c-a
SNS-CALA--;SNS-CALA--;a-n-s-c-a-l-a
SNS-CALS--;SNS-CALS--;a-n-s-c-a-l-s
SNS-CALC--;SNS-CALC--;a-n-s-c-a-l-c
SNS-CM----;SNS-CM----;a-n-s-c-m
SNS-CMML--;SNS-CMML--;a-n-s-c-m-m-l
SNS-CMMS--;SNS-CMMS--;a-n-s-c-m-m-s
SNS-CMMH--;SNS-CMMH--;a-n-s-c-m-m-h
SNS-CMMA--;SNS-CMMA--;a-n-s-c-m-m-a
SNS-CMMD--;SNS-CMMA--;a-n-s-c-m-m-a
SNS-CP----;SNS-CP----;a-n-s-c-p
SNS-CPSB--;SNS-CPSB--;a-n-s-c-p-s-b
SNS-CPSU--;SNS-CPSU--;a-n-s-c-p-s-u
SNS-CH----;SNS-CH----;a-n-s-c-h
SNS-S-----;SNS-------;a-n-s
SNS-SP----;SNS-------;a-n-s
SNS-SA----;SNS-------;a-n-s
SNS-G-----;SNS-G-----;a-u-s-g
SNS-GT----;SNS-GT----;a-u-s-g-t
SNS-GG----;SNS-GG----;a-n-s-g-g
SNS-GU----;SNS-GU----;a-n-s-g-u
SNS-GC----;SNS-GC----;a-n-s-g-c
SNS-N-----;SNS-N-----;a-n-s-n
SNS-NR----;SNS-NR----;a-n-s-n-r
SNS-NF----;SNS-NF----;a-n-s-n-f
SNS-NI----;SNS-NI----;a-n-s-n-i
SNS-NS----;SNS-NS----;a-n-s-n-s
SNS-NM----;SNS-NM----;a-n-s-n-m
SNS-NH----;SNS-NH----;a-n-s-n-h
SNS-NN----;SNS-NN----;a-n-s-n-n
SNS-NNR---;SNS-NN----;a-n-s-n-n-r
SNS-XM----;SNS-XM----;a-n-s-x-m
SNS-XMC---;SNS-XMC---;a-n-s-x-m-c
SNS-XMR---;SNS-XMR---;a-n-s-x-m-r
SNS-XMO---;SNS-XMO---;a-n-s-x-m-o
SNS-XMTU--;SNS-XMTU--;a-n-s-x-m-t-u
SNS-XMF---;SNS-XMF---;a-n-s-x-m-f
SNS-XMP---;SNS-XMP---;a-n-s-x-m-p
SNS-XMH---;SNS-XMH---;a-n-s-x-m-h
SNS-XMTO--;SNS-XMTO--;a-n-s-x-m-t-o
SNS-XF----;SNS-XF----;a-n-s-x-f
SNS-XFDF--;SNS-XFDF--;a-n-s-x-f-d-f
SNS-XFDR--;SNS-XFDR--;a-n-s-x-f-d-r
SNS-XFTR--;SNS-XFTR--;a-n-s-x-f-t-r
SNS-XR----;SNS-XR----;a-n-s-x-r
SNS-XL----;SNS-XL----;a-n-s-x-l
SNS-XH----;SNS-XH----;a-n-s-x-h
SNS-O-----;SNS-O-----;a-n-s-o
SNS-ED----;GNO-ED----;a-n-s
SNS-EP----;GNO-EP----;a-n-s
SNS-EV----;GNO-EV----;a-n-s
SNS-ZM----;GNO-HM----;a-n-s
SNS-ZN----;GNO-HN----;a-n-s
SNS-ZI----;GNO-HI----;a-n-s
SNU-------;SNU-------;a-n-u
SNU-S-----;SNU-S-----;a-n-u-s
SNU-SN----;SNU-SN----;a-n-u-s-n
SNU-SC----;SNU-SC----;a-n-u-s-c
SNU-SO----;SNU-SO----;a-n-u-s-o
SNU-SS----;SNU-SS----;a-n-u-s-s
SNU-SSA---;SNU-SSA---;a-n-u-s-s-a
SNU-W-----;SNU-W-----;a-n-u-w
SNU-WT----;SNU-WT----;a-n-u-w-t
SNU-WM----;SNU-WM----;a-n-u-w-m
SNU-WMD---;SNU-WMD---;a-n-u-w-m-d
SNU-WMG---;SNU-WMG---;a-n-u-w-m-g
SNU-WMGD--;SNU-WMGD--;a-n-u-w-m-g-d
SNU-WMM---;SNU-WMM---;a-n-u-w-m-m
SNU-WMMD--;SNU-WMMD--;a-n-u-w-m-m-d
SNU-WMF---;SNU-WMF---;a-n-u-w-m-f
SNU-WMFD--;SNU-WMFD--;a-n-u-w-m-f-d
SNU-WMO---;SNU-WMO---;a-n-u-w-m-o
SNU-WMOD--;SNU-WMOD--;a-n-u-w-m-o-d
SNU-WD----;SNU-WD----;a-n-u-w-d
SNU-WDM---;SNU-WDM---;a-n-u-w-d-m
SNU-ND----;SNU-ND----;a-n-u-n-d
SNU-NB----;SNU-N-----;a-n-u-n
SNU-NBS---;GNO-SBM---;a-n-u
SNU-NBR---;GNO-SBN---;a-n-u
SNU-NBW---;SNU-N-----;a-n-u-n
SNU-NM----;GNO-SM----;a-n-u
SNU-NA----;GNO-SS----;a-n-u
SNF-------;SNF-------;a-n-f
SNF-A-----;SNF-A-----;s-n-f-a
SNF-AF----;SNF-AF----;a-n-f-a-f
SNF-AFA---;SNF-AFA---;a-n-f-a-f-a
SNF-AFK---;SNF-AFK---;a-n-f-a-f-k
SNF-AFU---;SNF-AFU---;a-n-f-a-f-u
SNF-AFUL--;SNF-AFUL--;a-n-f-a-f-u-l
SNF-AFUM--;SNF-AFUM--;a-n-f-a-f-u-m
SNF-AFUH--;SNF-AFUH--;a-n-f-a-f-u-h
SNF-AV----;SNF-AV----;a-n-f-a-v
SNF-AH----;SNF-AH----;a-n-f-a-h
SNF-AHH---;SNF-AHH---;a-n-f-a-h-h
SNF-AHA---;SNF-AHA---;a-n-f-a-h-a
SNF-AHU---;SNF-AHU---;a-n-f-a-h-u
SNF-AHUL--;SNF-AHUL--;a-n-f-a-h-u-l
SNF-AHUM--;SNF-AHUM--;a-n-f-a-h-u-m
SNF-AHUH--;SNF-AHUH--;a-n-f-a-h-u-h
SNF-SN----;SNF-N-----;a-n-f-n
SNF-SNS---;SNF-NS----;a-n-f-n-s
SNF-SNU---;SNF-NU----;a-n-f-n-u
SNF-SNB---;SNF-NB----;a-n-f-n-b
SNF-SNN---;SNF-NN----;a-n-f-n-n
SNF-G-----;SNF-G-----;a-n-f-g
SNF-GS----;SNF-GS----;a-n-f-g-s
SNF-GSR---;SNF-GR----;a-n-f-g-r
SNF-GSP---;SNF-GP----;a-n-f-g-p
SNF-GSPA--;SNF-GP----;a-n-f-g-p
SNF-GCA---;SNF-GC----;a-n-f-g-c
SNF-GB----;SNF-B-----;a-n-f-b
SUP-------;SUP-------;a-u-p
SUP-S-----;SUP-S-----;a-u-p-s
SUP-V-----;SUP-V-----;a-u-p-v
SUP-T-----;SUP-T-----;a-u-p-t
SUA-------;SUA-------;a-u-a
SUA-M-----;SUA-M-----;a-u-a-m
SUA-MF----;SUA-MF----;a-u-a-m-f
SUA-MFB---;SUA-MFB---;a-u-a-m-f-b
SUA-MFF---;SUA-MFF---;a-u-a-m-f-f
SUA-MFFI--;SUA-MFFI--;a-u-a-m-f-f-i
SUA-MFT---;SUA-MFT---;a-u-a-m-f-t
